transaction_id,customer_name,category,price,quantity,total_amount,rating,country,created_date
TXN-0006816,Susan Thompson,Electronics,997.33,7,6981.31,3.0,Germany,2024-10-03 03:51:42
TXN-0002044,Patricia Wilson,Electronics,455.18,2,910.36,4.1,Netherlands,2023-06-19 00:40:08
TXN-0000211,David Thomas,Beauty & Personal Care,1400.88,5,7004.4,2.2,Brazil,2024-03-21 10:22:56
TXN-0010973,Richard Davis,Automotive,357.41,8,2859.28,1.8,Japan,2023-06-01 07:35:27
TXN-0006776,Mary Williams,Apparel,581.57,4,2326.28,2.4,United States,2024-01-19 18:27:02
TXN-0009839,Joseph Moore,Sports & Outdoors,182.27,4,729.08,2.4,India,2023-05-17 00:00:00
TXN-0001333,John White,Books,1359.68,3,4079.04,3.1,Canada,2023-02-17 06:36:28
TXN-0003402,Jennifer White,Toys & Games,1454.82,7,10183.74,3.0,Brazil,2023-07-18 10:38:27
TXN-0001963,James Thomas,Sports & Outdoors,1316.5,5,6582.5,3.2,Canada,2023-09-12 03:59:13
TXN-0007775,Christopher Martin,Books,579.07,4,2316.28,2.4,Germany,2024-03-03 21:57:36
TXN-0010312,Thomas Anderson,Home & Kitchen,1300.0,7,9100.0,1.3,France,2024-02-13 17:02:48
TXN-0008416,Jessica Lee,Electronics,562.01,7,3934.07,2.9,Canada,2024-03-18 03:20:56
TXN-0012263,James Brown,Sports & Outdoors,762.29,2,1524.58,1.5,United States,2023-09-14 00:00:00
TXN-0000181,Charles Jones,Beauty & Personal Care,475.01,5,2375.05,2.0,Japan,2023-03-30 00:00:00
TXN-0005034,Robert Moore,Toys & Games,204.7,3,614.1,1.9,Canada,2024-03-06 03:04:18
TXN-0000716,Richard Wilson,Books,345.19,2,690.38,4.0,Brazil,2023-09-02 00:00:00
TXN-0011934,Sarah White,Home & Kitchen,697.74,5,3488.7,4.1,France,2024-10-03 13:27:14
TXN-0000890,David Jackson,Automotive,144.4,2,288.8,3.7,France,2023-05-18 23:22:36
TXN-0006659,Susan White,Apparel,232.76,5,1163.8,2.8,United Kingdom,2024-12-18 19:19:44
TXN-0000688,Robert Garcia,Books,66.52,6,399.12,3.3,Canada,2023-12-09 10:45:35
TXN-0001722,Nancy Thompson,Beauty & Personal Care,438.1,1,438.1,5.0,United States,2023-08-15 07:38:49
TXN-0004479,Mary Smith,Sports & Outdoors,386.03,6,2316.18,2.0,Japan,2023-12-25 19:35:45
TXN-0005999,Patricia Lopez,Apparel,1307.89,4,5231.56,1.0,Brazil,2024-08-06 16:32:14
TXN-0009597,Jessica Brown,Automotive,798.41,4,3193.64,2.7,Canada,2023-06-12 01:52:17
TXN-0010439,Nancy Smith,Sports & Outdoors,1024.6,5,5123.0,4.6,Australia,2024-01-12 17:58:54
TXN-0011194,Susan Garcia,Toys & Games,809.26,7,5664.82,4.2,Australia,2024-05-27 18:35:47
TXN-0001673,Patricia Lopez,Beauty & Personal Care,571.19,5,2855.95,2.8,Japan,2023-06-06 13:08:40
TXN-0000525,David Lee,Electronics,536.5,3,1609.5,3.8,United States,2024-09-06 00:00:00
TXN-0003519,James Hernandez,Books,997.5,4,3990.0,1.6,France,2024-07-17 14:11:25
TXN-0003912,James Johnson,Electronics,1000.07,4,4000.28,3.5,United States,2023-04-20 03:18:29
TXN-0010852,Nancy Davis,Books,381.26,3,1143.78,2.5,India,2023-09-12 13:45:33
TXN-0003998,Sarah Martinez,Apparel,59.85,8,478.8,3.5,Australia,2024-08-15 12:44:23
TXN-0009181,Karen Jones,Home & Kitchen,1034.78,1,1034.78,1.6,France,2024-08-14 09:03:26
TXN-0001937,Elizabeth Miller,Beauty & Personal Care,1196.31,5,5981.55,1.2,Japan,2024-07-16 17:46:10
TXN-0009904,Karen White,Books,818.82,5,4094.1,4.4,United Kingdom,2024-09-29 00:00:00
TXN-0008764,David Smith,Electronics,122.73,3,368.19,4.7,Germany,2023-10-17 18:09:59
TXN-0007888,Michael Miller,Automotive,1258.57,5,6292.85,4.8,Brazil,2023-04-29 15:36:20
TXN-0005899,Mary Moore,Apparel,196.1,1,196.1,2.4,United Kingdom,2023-04-12 22:48:25
TXN-0005352,Susan Perez,Books,251.62,4,1006.48,1.3,Netherlands,2024-12-22 06:38:02
TXN-0012312,John Rodriguez,Home & Kitchen,925.36,4,3701.44,2.2,Brazil,2024-05-04 18:11:36
TXN-0003788,Jennifer Martinez,Toys & Games,1033.68,6,6202.08,3.7,Canada,2024-02-22 10:08:20
TXN-0003508,Richard Martin,Home & Kitchen,1210.6,4,4842.4,1.2,Netherlands,2023-10-31 12:02:07
TXN-0001164,Karen Johnson,Home & Kitchen,709.11,5,3545.55,3.6,Netherlands,2023-01-26 01:38:40
TXN-0001431,Jennifer Taylor,Apparel,50.36,1,50.36,4.7,India,2024-11-20 21:52:23
TXN-0005578,Elizabeth Martin,Home & Kitchen,1376.49,5,6882.45,2.7,India,2024-05-17 18:39:44
TXN-0003800,Patricia Davis,Toys & Games,309.83,1,309.83,2.4,Netherlands,2023-04-10 21:10:50
TXN-0012188,Jessica Rodriguez,Sports & Outdoors,1001.39,1,1001.39,3.2,United Kingdom,2023-07-30 04:13:02
TXN-0001891,Daniel Smith,Apparel,1360.11,5,6800.55,4.0,Australia,2024-01-20 00:00:00
TXN-0009901,Charles Anderson,Electronics,166.23,1,166.23,1.6,India,2023-01-31 16:02:07
TXN-0002387,Robert Davis,Home & Kitchen,1474.64,4,5898.56,4.1,Germany,2023-03-31 01:31:58
TXN-0000424,Robert Wilson,Sports & Outdoors,1291.76,4,5167.04,1.8,Brazil,2024-04-29 19:19:37
TXN-0006424,Christopher Lopez,Automotive,997.91,1,997.91,4.0,India,2024-12-11 21:19:52
TXN-0000346,David Thompson,Apparel,94.04,3,282.12,3.3,Australia,2024-12-13 00:00:00
TXN-0008798,Thomas Brown,Toys & Games,382.53,2,765.06,4.2,India,2023-04-24 05:41:02
TXN-0006177,Sarah Garcia,Toys & Games,661.49,6,3968.94,4.2,India,2023-12-08 00:00:00
TXN-0007234,Nancy Moore,Books,256.79,2,513.58,4.6,Netherlands,2024-10-01 16:10:32
TXN-0010302,Susan Anderson,Beauty & Personal Care,519.33,4,2077.32,2.9,Australia,2023-06-11 07:38:36
TXN-0007539,Jennifer Lee,Books,1130.57,4,4522.28,3.8,United Kingdom,2023-12-09 13:38:11
TXN-0006968,Jessica Jones,Home & Kitchen,1196.18,1,1196.18,2.3,Australia,2023-01-05 06:30:51
TXN-0008455,Thomas Davis,Apparel,915.01,7,6405.07,3.5,India,2023-09-03 16:59:15
TXN-0007786,David Perez,Home & Kitchen,799.69,1,799.69,4.4,Canada,2023-01-05 21:06:20
TXN-0009671,Michael Hernandez,Sports & Outdoors,42.38,7,296.66,4.5,France,2023-01-16 23:44:08
TXN-0002735,Thomas Hernandez,Home & Kitchen,1251.29,4,5005.16,3.1,Germany,2024-05-23 09:19:35
TXN-0009814,Sarah Jones,Automotive,298.1,6,1788.6,2.9,India,2024-10-25 04:56:33
TXN-0000232,James Smith,Sports & Outdoors,1011.88,7,7083.16,3.1,India,2024-10-01 12:33:03
TXN-0010714,Susan Williams,Apparel,14.21,7,99.47,2.7,United Kingdom,2023-12-15 00:00:00
TXN-0011849,Lisa Johnson,Automotive,436.71,5,2183.55,2.2,Canada,2024-12-07 08:57:46
TXN-0005120,Linda Perez,Automotive,569.73,1,569.73,3.5,Germany,2024-10-18 00:00:00
TXN-0007931,Barbara Smith,Electronics,788.36,5,3941.8,3.6,Germany,2023-07-19 21:52:01
TXN-0006545,David Johnson,Electronics,1242.35,2,2484.7,4.0,France,2023-01-18 00:41:38
TXN-0003306,Nancy Lee,Apparel,425.51,7,2978.57,2.1,United States,2023-09-29 05:58:06
TXN-0007084,James Garcia,Books,1036.85,1,1036.85,2.1,Germany,2024-07-04 00:01:34
TXN-0012182,Sarah Anderson,Home & Kitchen,412.17,2,824.34,4.6,Canada,2023-10-07 17:22:02
TXN-0009244,Susan Brown,Books,1175.33,5,5876.65,3.4,Australia,2023-12-05 19:09:16
TXN-0007209,Charles Williams,Electronics,1239.19,5,6195.95,3.3,Germany,2023-12-17 11:38:33
TXN-0000800,John Perez,Automotive,264.07,3,792.21,3.4,United Kingdom,2023-03-20 08:58:54
TXN-0001396,Patricia Rodriguez,Sports & Outdoors,962.2,6,5773.2,2.7,France,2024-10-11 13:41:31
TXN-0000985,Susan Perez,Apparel,749.22,2,1498.44,2.6,India,2024-04-23 16:24:54
TXN-0008705,William Jackson,Beauty & Personal Care,662.76,1,662.76,2.5,Germany,2024-11-12 15:46:28
TXN-0001440,Mary Martinez,Toys & Games,530.89,1,530.89,4.3,Germany,2024-06-15 09:46:00
TXN-0004454,Karen Martin,Books,106.07,2,212.14,3.5,India,2023-02-27 21:01:25
TXN-0009486,Nancy White,Home & Kitchen,902.02,4,3608.08,1.3,Australia,2024-03-02 18:38:59
TXN-0005033,Linda Gonzalez,Books,889.64,2,1779.28,4.4,Australia,2024-07-12 00:00:00
TXN-0006548,Mary Garcia,Home & Kitchen,620.5,7,4343.5,2.6,Canada,2024-05-31 00:26:04
TXN-0009217,Jessica Jones,Electronics,860.71,6,5164.26,4.6,United Kingdom,2024-06-13 12:14:53
TXN-0011960,Karen Lopez,Apparel,35.55,6,213.3,5.0,United Kingdom,2024-12-31 00:00:00
TXN-0009793,Mary Thompson,Toys & Games,641.12,7,4487.84,3.5,Netherlands,2023-03-30 07:42:35
TXN-0005274,Barbara Williams,Home & Kitchen,891.78,7,6242.46,2.3,Netherlands,2023-11-02 04:32:07
TXN-0004071,Michael Perez,Automotive,78.63,3,235.89,3.7,Netherlands,2024-04-11 23:30:21
TXN-0008955,Linda White,Home & Kitchen,1153.47,1,1153.47,4.5,India,2023-03-18 00:00:00
TXN-0009877,Jessica White,Toys & Games,1414.28,2,2828.56,4.7,Japan,2023-06-06 00:00:00
TXN-0000294,Mary Rodriguez,Apparel,378.27,6,2269.62,4.3,United Kingdom,2024-08-14 10:53:47
TXN-0011062,Nancy Johnson,Automotive,1060.14,4,4240.56,4.2,Canada,2024-06-01 13:25:29
TXN-0012212,Jessica Thompson,Toys & Games,627.92,4,2511.68,4.0,Netherlands,2023-09-14 18:09:42
TXN-0002097,Elizabeth Miller,Beauty & Personal Care,236.97,6,1421.82,4.8,United States,2023-05-07 21:25:43
TXN-0007695,James Martin,Beauty & Personal Care,595.57,6,3573.42,2.2,Brazil,2024-03-30 17:36:26
TXN-0003917,Jessica Gonzalez,Toys & Games,1056.94,6,6341.64,4.7,Australia,2023-11-14 04:54:21
TXN-0004801,Elizabeth Brown,Sports & Outdoors,1397.95,7,9785.65,4.5,Australia,2023-12-18 03:05:27
TXN-0003541,Thomas Jones,Automotive,877.14,1,877.14,4.8,France,2023-06-13 14:54:51
TXN-0006848,John White,Books,1287.5,7,9012.5,2.5,India,2023-12-30 03:29:45
TXN-0010009,Linda Jackson,Electronics,835.6,1,835.6,3.1,Brazil,2023-07-20 04:30:45
TXN-0002996,Christopher Hernandez,Books,1388.14,5,6940.7,3.5,Japan,2023-02-18 00:00:00
TXN-0011752,Mary Thompson,Books,244.13,5,1220.65,1.0,India,2024-10-11 14:57:51
TXN-0009594,Patricia Brown,Apparel,120.66,8,965.28,4.3,Netherlands,2023-07-26 23:10:47
TXN-0006352,Elizabeth Hernandez,Automotive,1071.64,6,6429.84,1.2,France,2024-07-16 10:09:13
TXN-0008260,Elizabeth Miller,Sports & Outdoors,144.89,2,289.78,4.9,United Kingdom,2023-03-15 14:02:59
TXN-0009982,John Martinez,Beauty & Personal Care,1481.21,4,5924.84,1.9,India,2023-09-14 08:32:26
TXN-0001738,Michael Johnson,Books,588.93,2,1177.86,4.3,Australia,2024-08-15 00:00:00
TXN-0011111,Nancy White,Home & Kitchen,794.95,3,2384.85,2.2,Japan,2024-08-22 00:00:00
TXN-0010524,Thomas Anderson,Apparel,674.57,4,2698.28,3.6,Brazil,2024-12-18 18:11:03
TXN-0010840,Barbara Thompson,Apparel,1499.78,5,7498.9,2.5,India,2023-03-17 16:09:37
TXN-0011610,Susan Brown,Toys & Games,92.32,4,369.28,1.2,Japan,2023-10-29 13:17:54
TXN-0010712,Susan Garcia,Home & Kitchen,1347.79,4,5391.16,3.1,Australia,2023-04-26 10:17:04
TXN-0001851,Daniel Thompson,Sports & Outdoors,378.3,2,756.6,1.1,United States,2023-10-10 02:17:31
TXN-0003719,Christopher Williams,Home & Kitchen,490.8,8,3926.4,1.2,Canada,2023-05-27 12:43:52
TXN-0004192,David Rodriguez,Automotive,765.55,8,6124.4,4.3,Australia,2024-06-29 10:49:18
TXN-0008434,William Miller,Books,874.65,8,6997.2,1.3,Netherlands,2023-07-10 01:34:58
TXN-0010723,Sarah Anderson,Beauty & Personal Care,988.64,6,5931.84,2.0,Canada,2024-01-25 07:16:21
TXN-0008857,Mary Garcia,Apparel,908.07,7,6356.49,4.2,Japan,2023-05-17 10:25:36
TXN-0001328,John Hernandez,Books,313.61,3,940.83,2.1,France,2024-08-27 07:14:19
TXN-0007870,Michael Jones,Home & Kitchen,697.51,4,2790.04,3.5,Brazil,2024-07-19 03:57:43
TXN-0009789,William Gonzalez,Books,279.07,8,2232.56,3.1,Germany,2024-10-24 01:54:11
TXN-0006764,Lisa Martinez,Electronics,1197.08,7,8379.56,2.1,Australia,2024-03-21 05:50:06
TXN-0007409,Christopher Hernandez,Beauty & Personal Care,1441.94,7,10093.58,4.4,United States,2024-06-13 20:40:38
TXN-0005277,Robert Jones,Apparel,373.91,5,1869.55,1.3,Australia,2023-12-11 03:36:38
TXN-0005206,Lisa Jackson,Automotive,98.68,1,98.68,3.4,United States,2024-05-28 00:00:00
TXN-0012002,Christopher Jackson,Toys & Games,1384.95,3,4154.85,1.4,India,2023-03-15 06:35:40
TXN-0003890,Barbara White,Toys & Games,1240.26,5,6201.3,2.7,United Kingdom,2023-05-23 00:59:06
TXN-0008704,Jessica Martin,Sports & Outdoors,451.2,5,2256.0,3.8,Netherlands,2023-05-09 19:23:46
TXN-0009746,Michael Anderson,Automotive,1006.37,5,5031.85,1.9,United States,2024-04-05 09:13:48
TXN-0005465,Lisa Martinez,Books,797.64,8,6381.12,2.3,Japan,2024-02-05 02:44:43
TXN-0011393,Lisa Gonzalez,Sports & Outdoors,248.23,5,1241.15,4.2,Germany,2023-02-09 16:51:08
TXN-0012001,Sarah Gonzalez,Books,270.62,6,1623.72,4.8,Brazil,2024-12-31 00:00:00
TXN-0004467,Thomas Jones,Electronics,220.1,2,440.2,2.6,India,2024-10-05 05:22:39
TXN-0009915,Elizabeth Moore,Electronics,151.63,3,454.89,4.2,Brazil,2023-04-11 13:52:56
TXN-0003581,John Lopez,Electronics,331.54,5,1657.7,4.4,Japan,2023-02-09 00:00:00
TXN-0005173,Barbara Moore,Books,66.46,5,332.3,4.2,United Kingdom,2023-06-18 02:02:54
TXN-0012088,Karen Hernandez,Beauty & Personal Care,1421.39,2,2842.78,1.8,Brazil,2023-07-29 15:27:18
TXN-0007062,Jessica Moore,Beauty & Personal Care,680.13,4,2720.52,4.9,Brazil,2024-07-31 08:24:53
TXN-0002537,Susan Smith,Books,1231.77,1,1231.77,3.9,Australia,2023-12-18 00:00:00
TXN-0008810,Richard Jones,Books,1007.67,8,8061.36,4.3,Japan,2024-03-07 13:00:35
TXN-0003723,Joseph Davis,Sports & Outdoors,417.91,7,2925.37,4.7,Germany,2024-12-14 06:50:47
TXN-0004645,Linda Rodriguez,Beauty & Personal Care,528.67,2,1057.34,3.6,Japan,2024-08-21 12:42:18
TXN-0010885,Barbara Martinez,Automotive,225.99,1,225.99,2.5,France,2024-10-12 06:51:22
TXN-0007698,Karen Williams,Apparel,793.97,1,793.97,1.0,United Kingdom,2024-10-02 03:24:14
TXN-0005296,Jessica Williams,Home & Kitchen,133.15,3,399.45,3.6,Brazil,2023-12-19 05:22:37
TXN-0007610,Barbara Thomas,Home & Kitchen,1335.29,7,9347.03,1.5,India,2024-02-09 14:15:27
TXN-0005814,Susan Anderson,Home & Kitchen,690.29,2,1380.58,4.9,Australia,2024-09-30 00:00:00
TXN-0005524,Jessica Anderson,Beauty & Personal Care,560.79,1,560.79,3.9,France,2023-12-08 21:39:07
TXN-0008616,Joseph Smith,Electronics,317.11,1,317.11,1.9,Australia,2023-11-15 07:50:41
TXN-0009918,Lisa Perez,Home & Kitchen,400.1,2,800.2,3.9,India,2023-12-29 00:00:00
TXN-0000586,Barbara Jones,Automotive,1095.13,8,8761.04,3.0,Brazil,2023-05-20 17:42:49
TXN-0010352,James Smith,Sports & Outdoors,632.75,7,4429.25,4.8,India,2024-05-22 23:56:12
TXN-0003756,David Hernandez,Home & Kitchen,1226.61,4,4906.44,3.8,Germany,2024-07-30 17:07:44
TXN-0001117,Mary Lee,Books,333.27,1,333.27,4.6,Canada,2024-03-22 19:04:25
TXN-0000635,Lisa Perez,Books,509.42,3,1528.26,2.3,Brazil,2023-01-09 05:11:16
TXN-0003162,Mary Thompson,Apparel,1020.16,2,2040.32,4.7,Japan,2024-04-09 00:00:00
TXN-0002173,Susan Moore,Toys & Games,251.43,1,251.43,2.5,Australia,2024-09-03 14:09:07
TXN-0003705,Mary Hernandez,Toys & Games,203.24,8,1625.92,2.5,Brazil,2023-07-02 20:34:45
TXN-0009111,Robert Davis,Sports & Outdoors,276.21,2,552.42,1.5,United States,2024-04-20 07:09:54
TXN-0007357,John Johnson,Home & Kitchen,91.51,5,457.55,3.9,United Kingdom,2024-10-15 12:30:33
TXN-0011557,Charles Jackson,Toys & Games,376.86,4,1507.44,2.4,United States,2023-06-06 09:49:08
TXN-0012430,Jennifer Martin,Home & Kitchen,485.26,1,485.26,1.1,Japan,2024-04-10 13:08:08
TXN-0004805,Thomas Johnson,Sports & Outdoors,764.84,1,764.84,4.0,Canada,2024-05-06 00:00:00
TXN-0001757,Patricia Rodriguez,Books,601.01,3,1803.03,2.0,France,2024-09-10 11:48:05
TXN-0000690,Sarah Martinez,Home & Kitchen,609.82,8,4878.56,4.1,United States,2023-12-22 18:29:53
TXN-0002621,Jessica Gonzalez,Apparel,1182.36,1,1182.36,3.5,Australia,2023-11-20 13:09:38
TXN-0007849,Barbara Perez,Automotive,621.69,3,1865.07,2.4,Germany,2024-10-17 16:10:49
TXN-0006553,Elizabeth Lee,Apparel,1414.22,8,11313.76,3.2,Japan,2024-08-26 00:35:52
TXN-0001731,Karen Brown,Toys & Games,1324.01,4,5296.04,2.6,United States,2024-04-18 14:25:34
TXN-0001019,Charles Brown,Toys & Games,1305.69,4,5222.76,4.3,France,2023-06-21 09:00:35
TXN-0008772,Jennifer Gonzalez,Electronics,202.8,1,202.8,4.7,India,2024-04-13 19:18:33
TXN-0000234,Linda Miller,Home & Kitchen,892.95,8,7143.6,3.4,Canada,2024-06-30 06:12:22
TXN-0001984,Thomas Martin,Sports & Outdoors,112.65,5,563.25,3.5,Canada,2024-07-12 00:00:00
TXN-0009183,Elizabeth Smith,Sports & Outdoors,799.91,3,2399.73,3.9,Germany,2024-02-14 21:13:22
TXN-0008317,Richard Taylor,Apparel,713.33,8,5706.64,4.6,Canada,2023-08-01 07:25:39
TXN-0000968,Patricia Johnson,Apparel,313.31,3,939.93,1.4,Netherlands,2023-07-19 10:21:44
TXN-0003136,Barbara Lee,Electronics,575.81,7,4030.67,4.0,Netherlands,2024-02-21 13:24:33
TXN-0010810,Robert Moore,Apparel,992.3,2,1984.6,2.3,United States,2023-09-30 04:03:21
TXN-0008638,Mary Miller,Books,146.95,4,587.8,1.3,France,2023-03-20 00:00:00
TXN-0005096,Nancy Thomas,Toys & Games,328.45,7,2299.15,1.1,India,2024-02-15 14:24:47
TXN-0011263,Richard Davis,Automotive,1178.25,6,7069.5,4.2,United Kingdom,2024-01-11 18:10:27
TXN-0002630,Thomas Lee,Books,137.13,4,548.52,1.1,India,2024-09-18 08:26:33
TXN-0004765,William Moore,Automotive,1335.2,4,5340.8,2.5,Canada,2024-06-07 05:18:00
TXN-0007170,Sarah Smith,Electronics,1396.93,7,9778.51,4.6,India,2024-12-14 21:57:45
TXN-0007603,Richard Lopez,Books,273.35,1,273.35,1.1,United States,2024-02-22 08:36:30
TXN-0002359,Richard Hernandez,Apparel,181.27,4,725.08,4.9,United States,2023-11-08 20:17:17
TXN-0008706,William Martin,Sports & Outdoors,499.19,8,3993.52,2.2,Canada,2024-04-08 00:00:00
TXN-0004852,Patricia Johnson,Sports & Outdoors,214.98,8,1719.84,2.8,Canada,2024-12-31 00:00:00
TXN-0003153,Robert Taylor,Automotive,542.04,7,3794.28,1.6,Germany,2023-09-19 14:50:59
TXN-0009714,Barbara Lee,Toys & Games,976.29,4,3905.16,4.2,France,2024-07-19 18:21:20
TXN-0007653,Elizabeth Davis,Sports & Outdoors,698.0,8,5584.0,4.3,France,2023-10-23 06:32:46
TXN-0004052,Christopher Smith,Beauty & Personal Care,1324.5,6,7947.0,1.5,Netherlands,2023-11-18 00:00:00
TXN-0000722,William Thompson,Sports & Outdoors,537.37,7,3761.59,5.0,Japan,2024-02-02 05:27:27
TXN-0010211,William Jones,Toys & Games,1265.68,7,8859.76,3.5,France,2024-12-24 00:01:13
TXN-0009834,Patricia Perez,Books,672.78,4,2691.12,1.3,France,2023-03-24 00:00:00
TXN-0005338,Christopher Thompson,Automotive,305.58,5,1527.9,4.7,United States,2023-12-01 18:31:51
TXN-0002005,Jennifer Smith,Electronics,829.04,5,4145.2,3.1,United Kingdom,2024-04-30 15:54:57
TXN-0006154,Lisa Hernandez,Automotive,343.3,6,2059.8,5.0,Germany,2024-01-25 13:22:52
TXN-0006942,Elizabeth Wilson,Apparel,560.81,5,2804.05,1.5,United States,2024-08-05 07:24:25
TXN-0004816,William Taylor,Home & Kitchen,511.06,1,511.06,2.0,United States,2023-03-10 09:51:32
TXN-0007140,David White,Home & Kitchen,277.3,4,1109.2,3.8,Japan,2024-12-31 00:00:00
TXN-0009586,Nancy Brown,Apparel,374.76,6,2248.56,4.4,Canada,2023-04-01 00:00:00
TXN-0006914,Jessica Thompson,Electronics,274.71,2,549.42,4.8,Brazil,2024-07-29 18:19:13
TXN-0008346,Christopher Rodriguez,Beauty & Personal Care,544.76,8,4358.08,1.9,India,2024-02-18 00:09:11
TXN-0005898,James Garcia,Home & Kitchen,1293.75,8,10350.0,1.0,Canada,2023-02-04 07:04:07
TXN-0009612,James Jones,Toys & Games,55.3,3,165.9,1.4,France,2023-08-06 06:18:51
TXN-0009299,Thomas Perez,Automotive,626.15,5,3130.75,3.9,Australia,2024-10-27 18:21:00
TXN-0004344,Robert Garcia,Sports & Outdoors,491.19,2,982.38,2.9,Australia,2024-02-11 23:39:02
TXN-0001996,John Garcia,Toys & Games,255.39,1,255.39,1.9,France,2024-10-16 21:43:15
TXN-0000561,Thomas Perez,Books,364.34,3,1093.02,2.7,Japan,2023-08-31 15:14:12
TXN-0001890,James Hernandez,Apparel,70.47,5,352.35,2.3,Germany,2024-01-02 00:00:00
TXN-0004559,Karen White,Apparel,832.08,4,3328.32,2.2,United Kingdom,2024-02-11 00:00:00
TXN-0002118,Nancy Hernandez,Sports & Outdoors,1319.21,7,9234.47,4.4,Netherlands,2023-05-30 09:48:22
TXN-0004182,David Anderson,Toys & Games,1399.9,2,2799.8,4.8,India,2023-10-27 01:34:30
TXN-0012487,Jennifer Thomas,Toys & Games,239.22,5,1196.1,3.3,India,2023-08-17 06:09:58
TXN-0003030,Nancy Jones,Books,117.96,3,353.88,2.3,United Kingdom,2023-05-04 13:13:05
TXN-0003929,Jennifer Hernandez,Toys & Games,56.08,3,168.24,2.5,United Kingdom,2024-12-31 00:00:00
TXN-0010838,Mary Johnson,Books,847.11,2,1694.22,2.4,Netherlands,2024-02-29 11:39:14
TXN-0005133,John Garcia,Apparel,1487.72,5,7438.6,2.4,Netherlands,2024-08-08 00:00:00
TXN-0005366,Charles Williams,Electronics,268.04,5,1340.2,1.4,Germany,2023-02-10 13:46:21
TXN-0008590,Richard Taylor,Automotive,790.42,1,790.42,2.6,United States,2024-10-05 07:17:15
TXN-0010248,Jessica Davis,Apparel,1131.89,6,6791.34,4.4,United States,2023-02-25 16:48:54
TXN-0011117,Charles Wilson,Automotive,339.82,3,1019.46,4.1,India,2023-06-23 06:10:25
TXN-0004619,Jennifer Jones,Toys & Games,925.76,1,925.76,2.7,India,2023-01-19 00:00:00
TXN-0006456,Barbara Thomas,Electronics,1360.86,4,5443.44,1.8,France,2024-03-19 10:06:20
TXN-0001889,Barbara Perez,Apparel,1073.53,2,2147.06,1.9,Germany,2024-01-05 00:41:58
TXN-0008592,Lisa Garcia,Apparel,149.28,8,1194.24,1.3,Netherlands,2024-12-21 11:24:46
TXN-0003401,John Williams,Apparel,1124.03,1,1124.03,4.1,Japan,2023-09-23 09:39:31
TXN-0006508,John White,Beauty & Personal Care,978.8,5,4894.0,3.6,France,2024-02-04 10:43:37
TXN-0009171,Mary Johnson,Electronics,423.68,7,2965.76,4.7,United States,2023-06-07 05:33:26
TXN-0009396,Thomas Martin,Automotive,1006.0,8,8048.0,1.9,Canada,2024-02-27 01:59:19
TXN-0004296,Nancy Lopez,Beauty & Personal Care,685.01,3,2055.03,4.6,United States,2023-07-10 00:00:00
TXN-0009049,William Brown,Beauty & Personal Care,1267.97,7,8875.79,4.2,Canada,2024-09-20 19:43:46
TXN-0002136,Daniel Wilson,Apparel,117.28,3,351.84,1.1,United Kingdom,2024-06-20 00:00:00
TXN-0000673,Daniel White,Toys & Games,203.4,5,1017.0,2.0,Germany,2023-12-03 00:00:00
TXN-0009987,Barbara Jackson,Toys & Games,394.58,2,789.16,1.8,Brazil,2024-03-17 01:58:23
TXN-0004815,Thomas Thomas,Sports & Outdoors,1491.18,8,11929.44,1.6,Netherlands,2024-12-10 10:08:40
TXN-0008315,James Anderson,Automotive,347.26,4,1389.04,4.3,United States,2024-08-17 14:43:33
TXN-0004881,Barbara Thompson,Beauty & Personal Care,647.08,2,1294.16,1.5,France,2024-05-26 22:19:42
TXN-0005518,Robert Jackson,Books,1192.21,5,5961.05,3.9,United States,2024-11-21 00:00:00
TXN-0008462,Robert Smith,Apparel,1156.14,7,8092.98,3.3,Japan,2023-03-21 16:07:39
TXN-0003361,Jessica Hernandez,Beauty & Personal Care,857.21,6,5143.26,1.1,Netherlands,2023-09-24 02:35:18
TXN-0007399,Daniel Jackson,Home & Kitchen,739.79,4,2959.16,2.7,Netherlands,2023-11-23 16:01:12
TXN-0004810,William Jackson,Home & Kitchen,605.75,8,4846.0,2.6,Canada,2024-03-26 23:44:45
TXN-0003762,Karen Lee,Books,1417.08,5,7085.4,3.7,Australia,2024-07-30 02:43:46
TXN-0010511,Richard Brown,Apparel,367.75,2,735.5,4.8,United Kingdom,2023-04-16 02:57:51
TXN-0011782,Mary Davis,Home & Kitchen,1463.73,6,8782.38,3.5,Australia,2024-06-10 00:00:00
TXN-0011907,John Thomas,Electronics,1216.4,5,6082.0,4.8,Brazil,2024-12-25 12:28:21
TXN-0008152,Thomas Smith,Home & Kitchen,171.67,7,1201.69,3.3,United Kingdom,2024-12-31 00:00:00
TXN-0004369,Thomas Brown,Sports & Outdoors,808.46,8,6467.68,3.6,Japan,2023-12-22 14:05:36
TXN-0009282,Michael Williams,Beauty & Personal Care,361.35,4,1445.4,3.7,United Kingdom,2024-05-19 14:20:43
TXN-0009401,Susan Hernandez,Sports & Outdoors,804.57,2,1609.14,4.4,Brazil,2023-03-24 00:00:00
TXN-0007628,Patricia Smith,Sports & Outdoors,1318.94,7,9232.58,4.0,Canada,2024-12-07 15:56:00
TXN-0008871,Mary Gonzalez,Sports & Outdoors,893.23,8,7145.84,3.8,Canada,2023-06-24 00:00:00
TXN-0006476,Linda Jackson,Automotive,308.58,1,308.58,4.5,India,2023-07-16 08:17:14
