transaction_id,customer_name,category,price,quantity,rating,country,created_date,rejection_reason
TXN-0004372,James Perez,Beauty & Personal Care,609.48,7,-1.0,Germany,2024-05-16 21:25:36,RATING_OUT_OF_BOUNDS
TXN-0004204,Mary Perez,Apparel,1365.88,4,2.0,NULL,2024-06-28 22:14:34,MISSING_OR_INVALID_COUNTRY
TXN-0000257,Charles Perez,Electronics,1393.51,,1.1,United Kingdom,2023-06-10 21:42:25,MISSING_OR_UNPARSEABLE_QUANTITY
TXN-0004904,Mary Rodriguez,Toys & Games,1367.26,,4.9,Netherlands,2023-06-11 16:19:48,MISSING_OR_UNPARSEABLE_QUANTITY
TXN-0008611,Linda Jones,Toys & Games,-374.37,7,3.1,Germany,2024-04-04 19:41:37,INVALID_PRICE_NON_POSITIVE
TXN-0006398,Mary Jones,Beauty & Personal Care,300.0,6,,Netherlands,2023-03-06 23:00:17,MISSING_OR_UNPARSEABLE_RATING
TXN-0002968,James Garcia,Apparel,24.13,6,7.2,France,2024-11-19 11:51:33,RATING_OUT_OF_BOUNDS
TXN-0001601,Michael Williams,Beauty & Personal Care,-177.73,7,2.5,France,2023-08-21 15:25:10,INVALID_PRICE_NON_POSITIVE
TXN-0009539,Robert Brown,Sports & Outdoors,433.82,2,2.7,None,2024-02-15 07:18:59,MISSING_OR_INVALID_COUNTRY
TXN-0002922,Mary Anderson,Books,1329.43,5,7.2,Canada,2023-10-05 13:04:39,RATING_OUT_OF_BOUNDS
TXN-0003617,Karen Lopez,Beauty & Personal Care,903.99,4,0.0,Australia,2023-09-16 08:52:57,RATING_OUT_OF_BOUNDS
TXN-0003254,Linda Johnson,Electronics,708.04,8,3.3,United States,None,MISSING_OR_UNPARSEABLE_DATE
TXN-0009206,Elizabeth Taylor,Beauty & Personal Care,1462.25,2,4.4,NULL,2023-12-07 08:45:29,MISSING_OR_INVALID_COUNTRY
TXN-0003302,Lisa Garcia,Electronics,76.86,6,N/A,Australia,2024-03-15 02:48:51,MISSING_OR_UNPARSEABLE_RATING
TXN-0004397,Barbara Jackson,Electronics,-293.45,4,1.4,France,2024-08-11 06:15:35,INVALID_PRICE_NON_POSITIVE
TXN-0003305,Lisa Martinez,Sports & Outdoors,523.09,None,3.7,United Kingdom,2024-06-12 12:38:09,MISSING_OR_UNPARSEABLE_QUANTITY
TXN-0000925,Michael Jones,Books,-24.19,6,3.0,United States,2024-12-20 00:07:56,INVALID_PRICE_NON_POSITIVE
TXN-0004387,Mary Taylor,Automotive,1385.68,4,3.3,Canada,NULL,MISSING_OR_UNPARSEABLE_DATE
TXN-0008744,Patricia Perez,Books,975.81,7,5.0,Japan,None,MISSING_OR_UNPARSEABLE_DATE
TXN-0001786,Joseph Gonzalez,Automotive,811.21,3,7.2,Germany,2024-04-23 03:17:47,RATING_OUT_OF_BOUNDS
TXN-0003252,Michael Taylor,Automotive,1323.48,6,N/A,Brazil,2023-04-24 00:56:48,MISSING_OR_UNPARSEABLE_RATING
TXN-0011402,Susan Martinez,Books,1117.04,2,6.5,India,2023-08-08 21:42:04,RATING_OUT_OF_BOUNDS
TXN-0005704,Michael Moore,Beauty & Personal Care,454.42,3,,Netherlands,2023-02-19 13:15:08,MISSING_OR_UNPARSEABLE_RATING
TXN-0008543,Nancy Thomas,Automotive,NULL,3,2.6,Netherlands,2023-07-27 03:16:24,MISSING_OR_UNPARSEABLE_PRICE
TXN-0010454,Robert Smith,Home & Kitchen,946.76,4,-1.0,United States,2023-05-15 15:05:42,RATING_OUT_OF_BOUNDS
TXN-0002003,Karen Miller,Home & Kitchen,1468.74,3,-1.0,Brazil,2024-03-27 23:06:45,RATING_OUT_OF_BOUNDS
TXN-0007961,Jennifer Jones,Beauty & Personal Care,118.59,8,4.3,None,2023-09-16 16:32:52,MISSING_OR_INVALID_COUNTRY
TXN-0002081,Elizabeth White,Books,1065.01,2,4.2,NULL,2023-08-26 04:11:00,MISSING_OR_INVALID_COUNTRY
TXN-0004097,Thomas Taylor,Beauty & Personal Care,591.77,4,-1.0,France,2024-07-19 19:33:19,RATING_OUT_OF_BOUNDS
TXN-0011057,Thomas Garcia,Automotive,138.96,6,1.2,,2023-05-28 12:39:58,MISSING_OR_INVALID_COUNTRY
TXN-0004314,Joseph Davis,Toys & Games,828.04,5,1.1,Australia,NULL,MISSING_OR_UNPARSEABLE_DATE
TXN-0007092,David Moore,Sports & Outdoors,1271.59,5,3.4,United Kingdom,NULL,MISSING_OR_UNPARSEABLE_DATE
TXN-0000365,Michael Jones,Electronics,122.16,7,1.8,Japan,None,MISSING_OR_UNPARSEABLE_DATE
TXN-0003211,Linda Johnson,Toys & Games,41.34,1,6.5,France,2024-01-24 02:45:01,RATING_OUT_OF_BOUNDS
TXN-0010458,Susan Brown,Electronics,759.48,4,2.1,,2023-11-30 05:55:48,MISSING_OR_INVALID_COUNTRY
TXN-0009236,Robert Perez,Apparel,741.36,5,Five,France,2023-11-07 23:50:09,MISSING_OR_UNPARSEABLE_RATING
TXN-0012218,NULL,Apparel,1029.89,2,4.0,Netherlands,2023-03-11 23:57:58,MISSING_CUSTOMER_NAME
TXN-0000466,Charles Jones,Electronics,391.1,3,3.1,United Kingdom,,MISSING_OR_UNPARSEABLE_DATE
TXN-0012154,Karen Lee,Sports & Outdoors,188.1,1,N/A,United States,2023-06-13 22:19:38,MISSING_OR_UNPARSEABLE_RATING
TXN-0003631,David Perez,Automotive,484.98,3,1.4,Brazil,NULL,MISSING_OR_UNPARSEABLE_DATE
TXN-0007550,Patricia Hernandez,Toys & Games,881.72,4,3.8,NULL,2024-05-16 04:59:36,MISSING_OR_INVALID_COUNTRY
TXN-0002502,Daniel Thompson,Automotive,-1180.27,3,1.8,Germany,2024-10-30 10:57:05,INVALID_PRICE_NON_POSITIVE
TXN-0004137,Linda Miller,Toys & Games,914.95,5,Five,France,2024-06-02 10:55:16,MISSING_OR_UNPARSEABLE_RATING
TXN-0011445,Patricia Smith,Beauty & Personal Care,1431.19,8,,Australia,2024-09-11 06:26:17,MISSING_OR_UNPARSEABLE_RATING
TXN-0010196,Thomas Gonzalez,Automotive,$259.75,1,1.1,Brazil,2024-12-31,DUPLICATE_TRANSACTION_ID
TXN-0007711,Richard Moore,Automotive,,4,4.3,United States,2023-08-21 16:08:48,MISSING_OR_UNPARSEABLE_PRICE
TXN-0008838,Jessica Thompson,Books,1216.18,8,3.8,None,2023-10-09 18:14:40,MISSING_OR_INVALID_COUNTRY
TXN-0005246,Karen White,Electronics,1340.69,1,NULL,India,2024-05-05 01:03:51,MISSING_OR_UNPARSEABLE_RATING
TXN-0000143,Susan Martinez,Home & Kitchen,36.18,6,N/A,Japan,2024-04-25 02:41:24,MISSING_OR_UNPARSEABLE_RATING
TXN-0004759,Elizabeth Gonzalez,Sports & Outdoors,NULL,2,4.1,United Kingdom,2024-12-11 14:10:37,MISSING_OR_UNPARSEABLE_PRICE
TXN-0006631,Daniel Jackson,Electronics,NULL,4,2.4,Brazil,2024-05-22 22:06:59,MISSING_OR_UNPARSEABLE_PRICE
TXN-0005166,Patricia Williams,Beauty & Personal Care,779.25,3,4.4,Australia,None,MISSING_OR_UNPARSEABLE_DATE
TXN-0009989,David Thompson,Toys & Games,1252.22,NULL,1.2,Netherlands,2023-04-30 08:12:50,MISSING_OR_UNPARSEABLE_QUANTITY
TXN-0005982,Karen Garcia,Sports & Outdoors,178.33,8,0.0,Australia,2024-01-19 08:36:13,RATING_OUT_OF_BOUNDS
TXN-0006699,William Martin,Home & Kitchen,1390.94,8,2.0,None,2024-02-13 14:42:58,MISSING_OR_INVALID_COUNTRY
TXN-0004512,Patricia Gonzalez,Home & Kitchen,NULL,8,3.1,Australia,2024-01-09 02:31:37,MISSING_OR_UNPARSEABLE_PRICE
TXN-0008331,Patricia Thomas,Books,689.48,2,1.4,,2023-05-13 08:03:33,MISSING_OR_INVALID_COUNTRY
TXN-0010833,Michael Martin,Toys & Games,742.1,7,0.0,Brazil,2024-12-30 04:24:55,RATING_OUT_OF_BOUNDS
TXN-0009443,Christopher Jones,Toys & Games,247.81,,1.7,Germany,2024-01-07 13:59:57,MISSING_OR_UNPARSEABLE_QUANTITY
TXN-0004059,Lisa Williams,Toys & Games,204.05,1,7.2,France,2023-04-15 04:36:30,RATING_OUT_OF_BOUNDS
TXN-0004261,Joseph Miller,Automotive,858.57,3,Five,India,2023-06-02 18:47:32,MISSING_OR_UNPARSEABLE_RATING
TXN-0009058,Barbara Wilson,Toys & Games,251.82,4,7.2,Brazil,2023-07-17 11:46:55,RATING_OUT_OF_BOUNDS
TXN-0004863,Linda Anderson,Apparel,1411.24,1,1.9,Brazil,,MISSING_OR_UNPARSEABLE_DATE
TXN-0004198,None,Sports & Outdoors,1499.37,8,1.6,United Kingdom,2024-07-13 18:49:24,MISSING_CUSTOMER_NAME
TXN-0003272,NULL,Electronics,559.61,6,4.2,France,2023-09-22 04:05:53,MISSING_CUSTOMER_NAME
TXN-0006686,Daniel Johnson,Home & Kitchen,1024.52,1,N/A,Canada,2024-01-15 21:24:36,MISSING_OR_UNPARSEABLE_RATING
TXN-0010427,Susan Martinez,Books,-851.83,3,1.0,Japan,2023-12-14 06:53:36,INVALID_PRICE_NON_POSITIVE
TXN-0002993,Linda Anderson,Books,1192.87,7,6.5,Australia,2024-08-03 02:40:52,RATING_OUT_OF_BOUNDS
TXN-0004048,Barbara Thomas,Beauty & Personal Care,734.25,5,N/A,United Kingdom,2024-07-11 08:14:42,MISSING_OR_UNPARSEABLE_RATING
TXN-0010319,Jessica Jackson,Books,1324.97,1,,United Kingdom,2023-04-13 09:59:18,MISSING_OR_UNPARSEABLE_RATING
TXN-0001641,Mary Davis,Sports & Outdoors,-401.72,4,1.2,Japan,2024-09-30 02:00:10,INVALID_PRICE_NON_POSITIVE
TXN-0003586,Sarah Brown,Beauty & Personal Care,590.65,5,N/A,Canada,2023-12-25 10:40:57,MISSING_OR_UNPARSEABLE_RATING
TXN-0012051,Patricia Martinez,Beauty & Personal Care,$366.49,4,None,Netherlands,2024-12-31,MISSING_OR_UNPARSEABLE_RATING
TXN-0002069,Joseph Lee,Toys & Games,693.27,6,3.8,,2024-02-16 23:42:21,MISSING_OR_INVALID_COUNTRY
TXN-0003920,Lisa Rodriguez,Beauty & Personal Care,722.54,6,-1.0,Australia,2023-06-03 18:14:38,RATING_OUT_OF_BOUNDS
TXN-0003081,Sarah Gonzalez,Toys & Games,1427.37,3,3.2,NULL,2024-01-02 14:15:28,MISSING_OR_INVALID_COUNTRY
TXN-0008681,Mary Rodriguez,Apparel,508.87,8,7.2,France,2024-03-30 12:19:18,RATING_OUT_OF_BOUNDS
TXN-0011468,William Perez,Toys & Games,1372.93,7,1.1,None,2024-06-15 23:30:46,MISSING_OR_INVALID_COUNTRY
TXN-0007100,Susan Lopez,Apparel,-944.33,3,4.5,Canada,2023-10-01 23:44:41,INVALID_PRICE_NON_POSITIVE
TXN-0012163,None,Books,180.08,4,1.7,Germany,2023-02-01 09:19:30,MISSING_CUSTOMER_NAME
TXN-0010466,Robert Brown,Apparel,1485.81,4,,France,2024-05-10 21:38:40,MISSING_OR_UNPARSEABLE_RATING
TXN-0008625,Jessica Lopez,Home & Kitchen,1055.55,2,Five,Germany,2023-03-11 16:11:58,MISSING_OR_UNPARSEABLE_RATING
TXN-0004134,Sarah Garcia,Books,867.05,None,3.2,United States,2023-05-18 13:15:33,MISSING_OR_UNPARSEABLE_QUANTITY
TXN-0002759,,Books,79.85,2,2.3,Japan,2024-09-04 12:23:54,MISSING_CUSTOMER_NAME
TXN-0009667,Christopher Taylor,Toys & Games,1335.5,None,4.0,United Kingdom,2023-01-23 15:00:46,MISSING_OR_UNPARSEABLE_QUANTITY
TXN-0008550,Patricia Jackson,Books,$140.17,,4.7,Japan,2024-12-31,MISSING_OR_UNPARSEABLE_QUANTITY
TXN-0002382,Karen Williams,Electronics,NULL,4,2.5,Canada,2023-06-05 23:02:16,MISSING_OR_UNPARSEABLE_PRICE
TXN-0010106,NULL,Home & Kitchen,1255.43,7,1.8,Brazil,2024-08-18 14:52:46,MISSING_CUSTOMER_NAME
TXN-0007207,Richard Hernandez,Apparel,1300.15,2,3.8,,2023-11-09 14:19:23,MISSING_OR_INVALID_COUNTRY
TXN-0009402,John Lee,Home & Kitchen,1004.25,5,6.5,Germany,2023-12-16 19:37:06,RATING_OUT_OF_BOUNDS
TXN-0003605,Charles Brown,Beauty & Personal Care,1208.62,1,-1.0,France,2024-06-14 04:54:33,RATING_OUT_OF_BOUNDS
TXN-0008115,Charles Wilson,Apparel,651.53,8,3.3,Brazil,2023-12-19 11:45:37,DUPLICATE_TRANSACTION_ID
TXN-0003703,Susan Lee,Home & Kitchen,575.38,8,1.4,United Kingdom,NULL,MISSING_OR_UNPARSEABLE_DATE
TXN-0010521,Linda Davis,Books,None,5,1.3,France,2024-08-21 22:16:48,MISSING_OR_UNPARSEABLE_PRICE
TXN-0011824,Thomas Miller,Sports & Outdoors,732.16,5,3.1,NULL,2024-02-23 00:35:30,MISSING_OR_INVALID_COUNTRY
TXN-0004056,Richard Jackson,Automotive,459.74,8,Five,Brazil,2024-10-04 13:33:57,MISSING_OR_UNPARSEABLE_RATING
TXN-0006161,William Thompson,Electronics,1424.05,7,N/A,India,2024-01-17 21:16:57,MISSING_OR_UNPARSEABLE_RATING
TXN-0011253,William Martinez,Automotive,1423.97,8,N/A,Germany,2023-04-25 21:17:02,MISSING_OR_UNPARSEABLE_RATING
TXN-0010083,Linda Moore,Apparel,-1376.7,2,1.1,Canada,2024-03-12 19:31:35,INVALID_PRICE_NON_POSITIVE
TXN-0012234,Karen Martin,Toys & Games,956.31,NULL,4.6,Japan,2023-10-10 18:31:54,MISSING_OR_UNPARSEABLE_QUANTITY
TXN-0012102,Lisa Moore,Toys & Games,107.51,1,NULL,Netherlands,2023-12-20 00:54:56,MISSING_OR_UNPARSEABLE_RATING
TXN-0004290,John Lopez,Automotive,None,3,4.0,India,2023-02-22 08:23:51,MISSING_OR_UNPARSEABLE_PRICE
TXN-0008876,Mary Lopez,Electronics,-659.18,6,4.3,Japan,2024-05-26 08:29:01,INVALID_PRICE_NON_POSITIVE
TXN-0005656,NULL,Home & Kitchen,1099.23,7,4.2,Netherlands,2023-01-15 04:44:48,MISSING_CUSTOMER_NAME
TXN-0009338,Robert Gonzalez,Home & Kitchen,1275.43,7,0.0,Netherlands,2024-12-19 22:22:37,RATING_OUT_OF_BOUNDS
TXN-0008686,Joseph Anderson,Automotive,-947.15,8,1.9,Japan,2023-08-14 20:41:23,INVALID_PRICE_NON_POSITIVE
TXN-0004023,Jennifer Lee,Toys & Games,1494.92,4,6.5,Australia,2024-06-21 03:18:23,RATING_OUT_OF_BOUNDS
TXN-0001137,Patricia Jones,Automotive,758.2,6,7.2,Australia,2023-11-29 04:19:52,RATING_OUT_OF_BOUNDS
TXN-0012373,,Apparel,1365.27,3,3.5,Netherlands,2023-07-24 13:44:57,MISSING_CUSTOMER_NAME
TXN-0010005,Thomas Brown,Apparel,1123.56,7,7.2,Germany,2024-04-05 22:44:47,RATING_OUT_OF_BOUNDS
TXN-0004320,Joseph Wilson,Books,884.04,8,2.8,United States,NULL,MISSING_OR_UNPARSEABLE_DATE
TXN-0007294,Susan White,Beauty & Personal Care,1432.41,6,0.0,Germany,2024-05-24 01:11:17,RATING_OUT_OF_BOUNDS
TXN-0003283,Joseph White,Sports & Outdoors,683.77,1,2.3,,2024-04-26 21:53:13,MISSING_OR_INVALID_COUNTRY
TXN-0005371,Michael Martinez,Beauty & Personal Care,1336.38,6,,Netherlands,2024-05-11 07:34:03,MISSING_OR_UNPARSEABLE_RATING
TXN-0003125,Barbara Williams,Apparel,352.69,1,Five,Australia,2024-08-21 14:47:30,MISSING_OR_UNPARSEABLE_RATING
TXN-0009656,Robert Hernandez,Beauty & Personal Care,1343.85,3,N/A,India,2023-05-02 18:34:14,MISSING_OR_UNPARSEABLE_RATING
TXN-0011472,Mary Hernandez,Books,456.98,1,1.2,None,2023-11-11 02:10:36,MISSING_OR_INVALID_COUNTRY
TXN-0004308,Elizabeth Taylor,Beauty & Personal Care,681.76,4,None,Australia,2024-05-05 16:38:15,MISSING_OR_UNPARSEABLE_RATING
TXN-0003926,Nancy Perez,Sports & Outdoors,607.3,1,6.5,India,2023-12-07 10:32:08,RATING_OUT_OF_BOUNDS
TXN-0009375,NULL,Sports & Outdoors,147.12,3,4.6,Netherlands,2023-11-14 07:07:31,MISSING_CUSTOMER_NAME
TXN-0012000,Christopher Garcia,Sports & Outdoors,709.04,4,1.8,,2024-01-12 21:09:56,MISSING_OR_INVALID_COUNTRY
TXN-0009615,Michael Lopez,Home & Kitchen,658.18,1,0.0,Netherlands,2023-10-16 05:19:53,RATING_OUT_OF_BOUNDS
TXN-0002285,Karen Anderson,Toys & Games,665.79,5,0.0,Brazil,2023-08-16 22:20:17,RATING_OUT_OF_BOUNDS
TXN-0008518,Christopher Williams,Toys & Games,None,3,3.5,United Kingdom,2024-08-01 03:53:35,MISSING_OR_UNPARSEABLE_PRICE
TXN-0009641,Charles Garcia,Home & Kitchen,374.66,2,7.2,Brazil,2023-01-30 03:47:23,RATING_OUT_OF_BOUNDS
TXN-0002117,Sarah Anderson,Apparel,-37.09,5,1.6,United Kingdom,2023-03-29 18:13:40,INVALID_PRICE_NON_POSITIVE
TXN-0007796,Lisa Thompson,Sports & Outdoors,1199.88,None,4.6,India,2024-03-31 00:45:36,MISSING_OR_UNPARSEABLE_QUANTITY
TXN-0008504,Richard Taylor,Books,-135.7,7,1.8,Canada,2024-01-31 04:31:10,INVALID_PRICE_NON_POSITIVE
TXN-0004731,Daniel Thomas,Home & Kitchen,-371.97,4,3.5,United States,2023-10-07 20:22:09,INVALID_PRICE_NON_POSITIVE
TXN-0001656,Susan White,Electronics,1293.7,2,1.5,Australia,,MISSING_OR_UNPARSEABLE_DATE
TXN-0008635,Susan Martin,Toys & Games,1183.43,8,2.6,Netherlands,,MISSING_OR_UNPARSEABLE_DATE
TXN-0006560,Michael Moore,Toys & Games,447.28,,4.4,Brazil,2024-06-18 20:29:07,MISSING_OR_UNPARSEABLE_QUANTITY
TXN-0012452,David Lee,Home & Kitchen,426.2,5,N/A,United Kingdom,2023-05-23 19:50:49,MISSING_OR_UNPARSEABLE_RATING
TXN-0009202,Patricia Rodriguez,Toys & Games,467.71,1,7.2,India,2023-06-08 07:32:13,RATING_OUT_OF_BOUNDS
TXN-0006558,Karen Thomas,Apparel,307.46,2,4.3,India,None,MISSING_OR_UNPARSEABLE_DATE
TXN-0000755,Barbara Wilson,Beauty & Personal Care,1044.34,NULL,3.6,India,2023-05-23 17:09:17,MISSING_OR_UNPARSEABLE_QUANTITY
TXN-0008784,Richard Jones,Home & Kitchen,NULL,1,2.8,Canada,2023-11-23 05:22:05,MISSING_OR_UNPARSEABLE_PRICE
TXN-0005597,John Rodriguez,Beauty & Personal Care,82.01,,2.3,India,2024-06-20 00:44:50,MISSING_OR_UNPARSEABLE_QUANTITY
TXN-0005209,,Toys & Games,451.36,2,4.7,Netherlands,2024-10-18 13:51:52,MISSING_CUSTOMER_NAME
TXN-0003373,Jessica Williams,Books,903.24,7,Five,Germany,2024-11-24 05:17:23,MISSING_OR_UNPARSEABLE_RATING
TXN-0010974,David Rodriguez,Automotive,1145.56,5,,United Kingdom,2024-02-13 18:15:59,MISSING_OR_UNPARSEABLE_RATING
TXN-0000879,Sarah Williams,Apparel,446.1,6,Five,Canada,2023-02-01 22:57:34,MISSING_OR_UNPARSEABLE_RATING
TXN-0000708,Jessica Lopez,Sports & Outdoors,212.83,8,NULL,Australia,2024-04-09 04:58:41,MISSING_OR_UNPARSEABLE_RATING
TXN-0003833,Mary Thomas,Books,None,4,1.4,Germany,2023-04-12 02:42:31,MISSING_OR_UNPARSEABLE_PRICE
TXN-0001377,David Thompson,Automotive,782.28,5,4.0,Netherlands,2023-04-13 07:11:53,DUPLICATE_TRANSACTION_ID
TXN-0001342,David Taylor,Automotive,1184.18,5,6.5,Netherlands,2023-07-24 03:58:48,RATING_OUT_OF_BOUNDS
TXN-0008485,Christopher Thomas,Automotive,765.51,7,3.7,None,2023-05-03 03:16:54,MISSING_OR_INVALID_COUNTRY
TXN-0011984,Joseph Jackson,Home & Kitchen,1100.59,5,5.0,Japan,,MISSING_OR_UNPARSEABLE_DATE
TXN-0002687,Elizabeth Brown,Beauty & Personal Care,373.67,7,,Australia,2023-09-12 11:25:53,MISSING_OR_UNPARSEABLE_RATING
TXN-0000337,Robert Williams,Beauty & Personal Care,68.83,,1.2,Canada,2024-12-18 19:03:50,MISSING_OR_UNPARSEABLE_QUANTITY
TXN-0004525,Elizabeth Perez,Books,None,8,4.0,India,2024-01-14 14:05:45,MISSING_OR_UNPARSEABLE_PRICE
TXN-0010365,Joseph Brown,Books,None,7,2.6,Australia,2024-07-28 15:13:46,MISSING_OR_UNPARSEABLE_PRICE
TXN-0009863,Robert Johnson,Toys & Games,173.24,1,1.6,United Kingdom,NULL,MISSING_OR_UNPARSEABLE_DATE
TXN-0006189,Michael Anderson,Toys & Games,,3,2.3,Canada,2024-07-13 15:46:14,MISSING_OR_UNPARSEABLE_PRICE
TXN-0008914,Robert Thomas,Books,1142.72,7,2.4,France,NULL,MISSING_OR_UNPARSEABLE_DATE
TXN-0001507,Barbara Johnson,Automotive,338.88,1,2.3,Germany,NULL,MISSING_OR_UNPARSEABLE_DATE
TXN-0002874,Susan Davis,Home & Kitchen,NULL,5,5.0,United Kingdom,2023-06-19 04:35:39,MISSING_OR_UNPARSEABLE_PRICE
TXN-0008570,,Automotive,65.6,8,2.3,Canada,2024-06-20 07:55:23,MISSING_CUSTOMER_NAME
TXN-0002323,Michael Johnson,Automotive,545.67,NULL,4.0,Canada,2024-01-09 08:36:20,MISSING_OR_UNPARSEABLE_QUANTITY
TXN-0008392,Robert Moore,Electronics,1257.2,4,3.0,,2023-09-07 03:59:00,MISSING_OR_INVALID_COUNTRY
TXN-0000272,Nancy Thomas,Apparel,-366.82,3,3.9,France,2024-09-04 21:27:25,INVALID_PRICE_NON_POSITIVE
TXN-0008991,Robert Lopez,Home & Kitchen,1051.21,2,7.2,United States,2024-05-20 12:22:09,RATING_OUT_OF_BOUNDS
TXN-0003621,Mary Thompson,Sports & Outdoors,1339.6,,3.2,Australia,2023-08-30 04:52:38,MISSING_OR_UNPARSEABLE_QUANTITY
TXN-0010169,Michael Moore,Beauty & Personal Care,-1119.82,2,3.3,United Kingdom,2023-11-26 06:01:41,INVALID_PRICE_NON_POSITIVE
TXN-0000311,John Smith,Home & Kitchen,-396.97,1,4.7,United States,2024-09-05 01:25:55,INVALID_PRICE_NON_POSITIVE
TXN-0000873,Jennifer Taylor,Toys & Games,182.15,None,4.2,Canada,2023-05-29 21:11:53,MISSING_OR_UNPARSEABLE_QUANTITY
TXN-0012037,John White,Electronics,626.4,6,-1.0,United States,2023-08-23 19:12:37,RATING_OUT_OF_BOUNDS
TXN-0008350,Thomas Gonzalez,Books,422.56,5,N/A,United Kingdom,2024-03-03 17:15:19,MISSING_OR_UNPARSEABLE_RATING
TXN-0008564,Christopher Johnson,Toys & Games,11.35,,4.6,India,2024-11-22 13:16:19,MISSING_OR_UNPARSEABLE_QUANTITY
TXN-0012415,Christopher Williams,Automotive,25.69,2,0.0,India,2023-04-20 22:43:37,RATING_OUT_OF_BOUNDS
TXN-0006804,Lisa Gonzalez,Home & Kitchen,302.09,6,,United Kingdom,2024-01-13 20:43:14,MISSING_OR_UNPARSEABLE_RATING
TXN-0007697,Charles Smith,Automotive,201.74,7,N/A,France,2023-06-13 18:42:39,MISSING_OR_UNPARSEABLE_RATING
TXN-0002903,Richard Hernandez,Electronics,689.57,4,1.0,France,None,MISSING_OR_UNPARSEABLE_DATE
TXN-0000639,Susan Thompson,Beauty & Personal Care,-247.14,2,2.1,France,2023-02-18 10:59:06,INVALID_PRICE_NON_POSITIVE
TXN-0003321,Joseph Martinez,Toys & Games,445.56,4,Five,United States,2023-03-22 12:59:23,MISSING_OR_UNPARSEABLE_RATING
TXN-0007615,,Home & Kitchen,43.78,4,3.3,United Kingdom,2024-11-01 15:30:01,MISSING_CUSTOMER_NAME
TXN-0004901,NULL,Beauty & Personal Care,240.26,6,3.7,Japan,2023-10-20 23:18:43,MISSING_CUSTOMER_NAME
TXN-0007195,John Martin,Electronics,1034.61,7,7.2,Netherlands,2023-03-27 18:57:31,RATING_OUT_OF_BOUNDS
TXN-0010759,Lisa Williams,Home & Kitchen,1088.5,1,None,France,2023-02-09 19:33:26,MISSING_OR_UNPARSEABLE_RATING
TXN-0006494,Barbara White,Toys & Games,-204.28,1,5.0,Canada,2024-12-26 19:09:19,INVALID_PRICE_NON_POSITIVE
TXN-0006085,NULL,Beauty & Personal Care,399.58,3,4.6,Australia,2024-07-16 15:40:15,MISSING_CUSTOMER_NAME
TXN-0001549,Richard Moore,Home & Kitchen,1034.44,6,0.0,Japan,2024-06-15 22:29:42,RATING_OUT_OF_BOUNDS
TXN-0010629,,Automotive,872.93,2,1.9,Brazil,2023-06-30 17:50:25,MISSING_CUSTOMER_NAME
TXN-0006958,Michael Gonzalez,Electronics,874.45,1,N/A,India,2024-03-16 09:49:25,MISSING_OR_UNPARSEABLE_RATING
TXN-0001831,,Books,1002.69,6,1.7,Australia,2024-05-10 02:30:10,MISSING_CUSTOMER_NAME
TXN-0006744,Susan Gonzalez,Automotive,1455.39,1,0.0,Australia,2024-03-24 10:56:41,RATING_OUT_OF_BOUNDS
TXN-0008276,None,Home & Kitchen,1296.87,6,1.3,United Kingdom,2023-02-03 22:20:26,MISSING_CUSTOMER_NAME
TXN-0005078,William Miller,Beauty & Personal Care,293.25,2,1.1,None,2023-03-23 14:03:34,MISSING_OR_INVALID_COUNTRY
TXN-0002198,Nancy Martin,Automotive,-559.21,3,3.2,Netherlands,2024-11-12 01:30:51,INVALID_PRICE_NON_POSITIVE
TXN-0011272,Nancy Thompson,Toys & Games,,3,4.6,United States,2024-07-16 22:54:01,MISSING_OR_UNPARSEABLE_PRICE
TXN-0012407,Linda Gonzalez,Sports & Outdoors,,5,1.5,Japan,2023-11-04 17:14:34,MISSING_OR_UNPARSEABLE_PRICE
TXN-0000446,Sarah Martinez,Apparel,1017.55,6,4.8,France,NULL,MISSING_OR_UNPARSEABLE_DATE
TXN-0006539,David Williams,Apparel,507.75,2,N/A,United States,2023-04-11 00:40:42,MISSING_OR_UNPARSEABLE_RATING
TXN-0007723,Richard Miller,Home & Kitchen,$171.33,4,1.7,Japan,2024-12-31,DUPLICATE_TRANSACTION_ID
TXN-0010933,Charles Smith,Electronics,-664.07,8,3.6,India,2024-09-11 17:20:02,INVALID_PRICE_NON_POSITIVE
TXN-0006372,Barbara Brown,Home & Kitchen,623.29,3,4.4,India,2023-09-10 10:39:02,DUPLICATE_TRANSACTION_ID
TXN-0003445,Patricia Johnson,Books,NULL,1,1.0,Germany,2024-06-22 05:05:00,MISSING_OR_UNPARSEABLE_PRICE
TXN-0009593,,Sports & Outdoors,255.73,6,2.6,Canada,2024-02-23 12:30:17,MISSING_CUSTOMER_NAME
TXN-0000332,Elizabeth Anderson,Sports & Outdoors,None,5,4.3,Canada,2024-06-25 06:44:49,MISSING_OR_UNPARSEABLE_PRICE
TXN-0006439,David Davis,Books,1098.37,,3.4,India,2023-12-21 11:20:06,MISSING_OR_UNPARSEABLE_QUANTITY
TXN-0008292,Christopher White,Electronics,1106.08,4,1.3,NULL,2023-01-17 08:11:39,MISSING_OR_INVALID_COUNTRY
TXN-0006936,Jessica Davis,Electronics,-638.85,1,2.9,Germany,2023-08-02 13:47:45,INVALID_PRICE_NON_POSITIVE
