transaction_id,customer_name,category,price,quantity,rating,country,created_date
TXN-0003888,John Smith,Apparel,1220.72,1,3.7,India,2024-04-26 16:26:51
TXN-0001503,Barbara Wilson,Books,1417.14,4,4.6,de,2024-12-02 00:49:38
TXN-0002708,Karen Martinez,Books,64.86,4,2.8,United States,2023-09-19 11:38:56
TXN-0003901,Robert Williams,Beauty & Personal Care,1400.94,2,1.8,United States,2023-07-17 19:38:30
TXN-0000061,William Wilson,sports & outdoors,708.11,1,5.0,Canada,2023-09-29 19:44:01
TXN-0002502,Daniel Thompson,Automotive,-1180.27,3,1.8,Germany,2024-10-30 10:57:05
TXN-0000036,Thomas Thomas,Sports & Outdoors,142.99,7,4.3,United States,04/02/2023
TXN-0002219,Christopher Miller,Beauty & Personal Care,1308.93,5,2.6,Brazil,26-07-2023
TXN-0004399,Nancy Miller,Books,282.46,7,1.7,Australia,2023-05-16 06:22:51
TXN-0001758,Thomas Rodriguez,Electronics,1249.63,3,2.9,United States,1687525980
TXN-0012210,Christopher Thompson,Books,470.9,2,1.2,India,01/07/2023
TXN-0011312,Charles Brown,Automotive,251.83,1,1.8,Netherlands,02-08-2024
TXN-0007894,William Hernandez,Home & Kitchen,332.57,4,3.2,France,2023-04-26 03:09:19
TXN-0012306,Linda Davis,Apparel,140.97,8,4.8,India,2023-10-27 01:46:28
TXN-0011940,Daniel Smith,Books,861.52,2,1.2,Australia,2023-08-06 16:50:46
TXN-0004137,Linda Miller,Toys & Games,914.95,5,Five,France,2024-06-02 10:55:16
TXN-0012468,Michael Williams,Automotive,551.68,6,1.9,United States,2023-12-03 05:41:10
TXN-0006145,Sarah Perez,Apparel,325.85,4,1.5,United Kingdom,2024-01-26 00:03:05
TXN-0011445,Patricia Smith,Beauty & Personal Care,1431.19,8,,Australia,2024-09-11 06:26:17
TXN-0010196,Thomas Gonzalez,Automotive,$259.75,1,1.1,Brazil,2024-12-31
TXN-0007711,Richard Moore,Automotive,,4,4.3,United States,2023-08-21 16:08:48
TXN-0006176,Robert Davis,Home & Kitchen,"$1,053.09",4,2.1,Canada,2024-07-19 15:19:16
TXN-0008838,Jessica Thompson,Books,1216.18,8,3.8,None,2023-10-09 18:14:40
TXN-0005246,Karen White,Electronics,1340.69,1,NULL,India,2024-05-05 01:03:51
TXN-0000143,Susan Martinez,Home & Kitchen,36.18,6,N/A,Japan,2024-04-25 02:41:24
TXN-0000005,Patricia Lopez,Beauty & Personal Care,400.46,1,3.9,Netherlands,21-Feb-2024
TXN-0004154,Jennifer Wilson,Toys & Games,504.58,1,4.4,United Kingdom,12/08/2024
TXN-0004082,Daniel Jackson,HOME & KITCHEN,893.54,7,4.0,Australia,2024-02-05 10:53:24
TXN-0010583,Thomas Garcia,Electronics,1433.32,4,2.4,India,2024-10-26 17:14:52
TXN-0005724,Susan Thomas,Toys & Games,859.29,4,3.7,Netherlands,2023-03-26 01:39:06
TXN-0005208,Elizabeth Taylor,Books,379.49,1,3.4,great britain,2024-08-05 02:53:23
TXN-0002999,Joseph Hernandez,  Beauty & Personal Care  ,212.45,3,2.5,Brazil,2023-11-20 17:26:07
TXN-0010682,Sarah Perez,beauty & personal care,1012.09,2,1.1,Brazil,2023-11-26 07:51:14
TXN-0004759,Elizabeth Gonzalez,Sports & Outdoors,NULL,2,4.1,United Kingdom,2024-12-11 14:10:37
TXN-0000156,Nancy Thompson,Home & Kitchen,765.19,1,2.5,Japan,2023-05-21 00:20:39
TXN-0000472,Richard Lopez,Home & Kitchen,205.16,8,4.1,Japan,2024-12-07 21:13:14
TXN-0007366,Karen Thomas,Sports & Outdoors,679.94,1,1.3,France,2024-12-15 15:31:40
TXN-0007417,Patricia Martinez,Home & Kitchen,594.43,3,4.4,Netherlands,2024-07-10 00:32:43
TXN-0000184,John Perez,BEAUTY & PERSONAL CARE,1065.76,5,4.6,Australia,2024-10-23 06:32:20
TXN-0009331,Robert Taylor,Home & Kitchen,34.02,1,4.2,Canada,2023-07-01 12:01:23
TXN-0004645,Linda Rodriguez,BEAUTY & PERSONAL CARE,528.67,2,3.6,Japan,2024-08-21 12:42:18
TXN-0009061,Thomas Davis,Beauty & Personal Care,289.31,4,3.4,United Kingdom,2024-04-06 15:01:13
TXN-0006123,Christopher Thompson,Home & Kitchen,1436.27,6,3.4,Canada,2023-10-16 13:45:17
TXN-0006631,Daniel Jackson,Electronics,NULL,4,2.4,Brazil,2024-05-22 22:06:59
TXN-0000066,Susan Perez,Beauty & Personal Care,761.41,6,1.1,Canada,2023-11-23 06:27:44
TXN-0004461,Jennifer Hernandez,Automotive,332.68,2,5.0,Australia,2023-11-28 00:21:30
TXN-0000358,Mary Lopez,  Electronics  ,136.0,8,1.8,Japan,2023-01-20 23:44:53
TXN-0010421,Lisa Rodriguez,Electronics,1038.81,2,4.0,India,2023-04-03 11:13:21
TXN-0005166,Patricia Williams,Beauty & Personal Care,779.25,3,4.4,Australia,None
TXN-0008554,Charles Garcia,Toys & Games,276.54,4,4.0,Japan,2024-07-01 19:27:57
TXN-0006196,Nancy Anderson,Books,293.16,2,3.0,United States,2024-04-08 12:02:03
TXN-0009098,Linda Johnson,  Books  ,644.15,7,4.3,France,2023-12-16 01:57:26
TXN-0009989,David Thompson,Toys & Games,1252.22,NULL,1.2,Netherlands,2023-04-30 08:12:50
TXN-0005982,Karen Garcia,Sports & Outdoors,178.33,8,0.0,Australia,2024-01-19 08:36:13
TXN-0005154,Jennifer Rodriguez,Electronics,924.86,5,4.3,United Kingdom,2024-02-21 00:38:15
TXN-0009258,Susan Davis,Apparel,553.69,2,4.5,United Kingdom,2023-01-04 16:37:25
TXN-0000922,Jessica Anderson,Toys & Games,916.04,7,4.0,Brazil,2024-09-28 14:31:20
TXN-0006699,William Martin,Home & Kitchen,1390.94,8,2.0,None,2024-02-13 14:42:58
TXN-0000591,Mary Lee,Apparel,237.3,8,4.6,India,2024-02-22 01:48:01
TXN-0004512,Patricia Gonzalez,Home & Kitchen,NULL,8,3.1,Australia,2024-01-09 02:31:37
TXN-0004697,Elizabeth Martin,Sports & Outdoors,1156.13,2,2.3,United States,2024-04-14 19:11:06
TXN-0012016,Sarah Davis,Automotive,109.91,3,3.4,Canada,2024-07-02 12:28:07
TXN-0010087,Mary Martin,Books,406.28,3,2.8,Australia,2023-11-26 13:40:17
TXN-0000441,Michael Moore,Toys & Games,1121.6,3,1.1,CAN,2024-07-10 19:23:36
TXN-0004199,Michael Taylor,Home & Kitchen,1363.13,7,2.8,India,2023-04-16 05:46:48
TXN-0008331,Patricia Thomas,Books,689.48,2,1.4,,2023-05-13 08:03:33
TXN-0001109,Daniel Williams,Home & Kitchen,95.1,1,3.7,India,2023-12-30 14:57:20
TXN-0006797,Richard Gonzalez,Toys & Games,1243.1,2,4.8,United Kingdom,2024-12-17 04:48:34
TXN-0005573,Daniel Johnson,ELECTRONICS,1008.54,5,1.1,Germany,2024-07-25 11:09:21
TXN-0000782,Barbara Martin,Apparel,947.88,2,1.2,Japan,2023-09-23 10:35:08
TXN-0007303,Mary Smith,Electronics,796.93,5,4.6,Netherlands,2023-02-13 12:03:05
TXN-0003839,Karen Smith,Books,298.94,1,4.2,United Kingdom,1730474945
TXN-0011757,Michael Gonzalez,Books,298.53,7,3.7,Netherlands,18-08-2024
TXN-0005297,Charles Thompson,Home & Kitchen,398.32,7,2.3,Brazil,2023-10-11 11:04:39
TXN-0010833,Michael Martin,Toys & Games,742.1,7,0.0,Brazil,2024-12-30 04:24:55
TXN-0005952,John Davis,books,959.09,8,3.7,United States,2024-03-29 10:35:28
TXN-0011680,Linda Garcia,Automotive,283.82,2,3.8,uk,2023-09-17 15:31:51
TXN-0000844,David Smith,aPPAREL,915.14,1,4.6,United States,2024-06-06 12:09:22
TXN-0003374,Susan Williams,APPAREL,362.63,3,1.5,India,2023-04-01 11:39:58
TXN-0003040,Barbara Smith,Automotive,983.04,2,3.5,Japan,2023-05-25 02:44:57
TXN-0002395,Susan Moore,Electronics,1033.88,3,1.8,France,2023-12-03 23:59:13
TXN-0011804,Lisa Thompson,Home & Kitchen,"$1,181.39",8,2.3,Netherlands,2023-12-29 19:21:57
TXN-0012005,Susan Williams,Toys & Games,1129.95,5,4.7,Brazil,2023-06-01 13:51:42
TXN-0001773,Joseph White,automotive,259.63,3,1.3,Brazil,2024-10-09 18:06:04
TXN-0000481,Elizabeth Miller,Electronics,768.27,4,3.5,Netherlands,07/06/2024
TXN-0001456,Mary Gonzalez,Home & Kitchen,1144.45,1,3.3,Germany,27-Feb-2023
TXN-0002789,Sarah Anderson,Home & Kitchen,1263.06,5,3.1,Canada,31-01-2023
TXN-0005217,Patricia Johnson,Beauty & Personal Care,123.95,6,4.0,Netherlands,2024-12-04 01:38:48
TXN-0009443,Christopher Jones,Toys & Games,247.81,,1.7,Germany,2024-01-07 13:59:57
TXN-0007418,Elizabeth Miller,Toys & Games,439.81,6,1.3,Australia,2023-02-27 22:41:31
TXN-0006073,Richard Johnson,Electronics,282.98,1,2.2,Australia,2023-09-22 09:41:26
TXN-0003606,James Brown,Apparel,539.14,2,3.2,Netherlands,2024-12-16 15:52:09
TXN-0006832,Nancy Jackson,toys & games,361.28,6,3.7,India,2024-06-17 11:01:22
TXN-0004059,Lisa Williams,Toys & Games,204.05,1,7.2,France,2023-04-15 04:36:30
TXN-0010235,Nancy Johnson,Home & Kitchen,864.53,7,3.9,United States,2024-05-22 07:30:58
TXN-0004476,Lisa Gonzalez,Automotive,904.12,4,1.1,Australia,19-01-2023
TXN-0006625,James Perez,Home & Kitchen,$230.97,8,2.0,Japan,2023-08-10 08:03:27
TXN-0002515,Lisa Johnson,Apparel,409.02,7,2.9,India,2024-08-12 05:31:46
TXN-0004176,Karen Martinez,bEAUTY & pERSONAL cARE,1465.11,6,3.3,Japan,2023-12-17 02:01:31
TXN-0004261,Joseph Miller,Automotive,858.57,3,Five,India,2023-06-02 18:47:32
TXN-0009727,Daniel Jackson,Toys & Games,597.11,6,1.6,United States,2023-12-27 16:57:06
TXN-0000772,Susan Brown,Automotive,665.07,8,2.8,United States,2023-03-29 08:58:55
TXN-0008383,John Lopez,Toys & Games,357.0,2,4.9,Japan,1726009306
TXN-0007692,Lisa Thomas,Books,109.25,3,1.1,Canada,22-Jul-2024
TXN-0007420,Susan Thomas,Apparel,566.27,5,1.9,Japan,2023-08-04 22:49:29
TXN-0000081,Michael Lee,Books,992.34,3,2.0,France,03/04/2024
TXN-0009058,Barbara Wilson,Toys & Games,251.82,4,7.2,Brazil,2023-07-17 11:46:55
TXN-0001282,Elizabeth Perez,Toys & Games,593.81,2,2.4,Netherlands,2024-06-04 07:24:22
TXN-0009949,Lisa Lee,Beauty & Personal Care,324.46,4,2.6,Germany,2024-12-11 22:42:31
TXN-0004297,Patricia Moore,Beauty & Personal Care,791.87,1,4.7,U.S.A.,2024-01-08 23:15:40
TXN-0005969,Joseph Martinez,Sports & Outdoors,491.74,6,4.4,Germany,1672608027
TXN-0004863,Linda Anderson,Apparel,1411.24,1,1.9,Brazil,
TXN-0007743,David Thomas,sPORTS & oUTDOORS,551.83,2,4.0,Brazil,2023-06-20 00:55:51
TXN-0003365,John Martinez,Beauty & Personal Care,446.62,5,2.3,India,2023-02-16 15:16:06
TXN-0006358,James Gonzalez,Sports & Outdoors,1199.13,3,1.7,United Kingdom,1688346067
TXN-0011138,Barbara Lee,Books,18.85,5,3.0,United States,2023-06-20 19:11:41
TXN-0008438,William Jones,Automotive,201.92,8,4.5,France,2024-12-18 16:19:42
TXN-0004198,None,Sports & Outdoors,1499.37,8,1.6,United Kingdom,2024-07-13 18:49:24
TXN-0003272,NULL,Electronics,559.61,6,4.2,France,2023-09-22 04:05:53
TXN-0008615,Daniel White,Sports & Outdoors,1087.95,7,4.0,France,2023-07-22 04:43:40
TXN-0010298,Barbara Gonzalez,Sports & Outdoors,$582.19,3,1.2,Canada,2023-01-07 01:55:14
TXN-0001356,Nancy Wilson,  Sports & Outdoors  ,679.68,3,3.6,India,2023-02-26 17:17:57
TXN-0010224,Charles Gonzalez,Sports & Outdoors,745.54,3,3.4,Australia,2024-02-02 23:30:49
TXN-0007412,Jennifer Martinez,Electronics,1351.95,4,4.8,Japan,2024-09-24 05:59:10
TXN-0012322,Richard Taylor,Beauty & Personal Care,1080.41,7,1.7,United States,21-11-2023
TXN-0006686,Daniel Johnson,Home & Kitchen,1024.52,1,N/A,Canada,2024-01-15 21:24:36
TXN-0008008,David Brown,Apparel,$386.62,3,3.3,Netherlands,2023-04-13 01:20:57
TXN-0001316,David Garcia,Books,1084.46,2,1.0,India,2023-01-26 02:32:10
TXN-0010427,Susan Martinez,Books,-851.83,3,1.0,Japan,2023-12-14 06:53:36
TXN-0002731,Barbara Wilson,Sports & Outdoors,1074.21,1,1.5,Netherlands,1685114258
TXN-0007431,Daniel Brown,Apparel,139.35,1,1.6,United States,2023-10-19 21:58:03
TXN-0002627,Susan Moore,Beauty & Personal Care,"$1,124.88",4,3.7,Brazil,2023-01-21 07:10:36
TXN-0002993,Linda Anderson,Books,1192.87,7,6.5,Australia,2024-08-03 02:40:52
TXN-0006289,Patricia Lee,Toys & Games,946.76,5,1.8,United Kingdom,2024-03-01 21:33:59
TXN-0007837,Jennifer Smith,Electronics,1408.17,6,1.1,Australia,1731987606
TXN-0004048,Barbara Thomas,Beauty & Personal Care,734.25,5,N/A,United Kingdom,2024-07-11 08:14:42
TXN-0006012,Karen Jackson,Toys & Games,422.53,4,2.1,Brazil,2023-06-28 01:40:47
TXN-0002066,Patricia Jones,Home & Kitchen,464.68,4,3.3,United Kingdom,2024-08-07 00:23:24
TXN-0010319,Jessica Jackson,Books,1324.97,1,,United Kingdom,2023-04-13 09:59:18
TXN-0001641,Mary Davis,Sports & Outdoors,-401.72,4,1.2,Japan,2024-09-30 02:00:10
TXN-0011723,Sarah Gonzalez,Home & Kitchen,395.93,3,1.6,Germany,03/17/2023
TXN-0008044,Jessica Martin,Automotive,769.13,3,3.0,United Kingdom,2023-12-21 23:45:09
TXN-0003586,Sarah Brown,Beauty & Personal Care,590.65,5,N/A,Canada,2023-12-25 10:40:57
TXN-0006526,Susan White,Home & Kitchen,418.4,4,3.5,Germany,2024-02-10 17:02:25
TXN-0005360,Jessica Davis,Books,1379.92,3,2.8,Germany,2023-09-06 12:29:52
TXN-0011069,Patricia Lee,Books,1436.55,4,2.8,Netherlands,2024-03-14 17:02:16
TXN-0002615,Jennifer Davis,Sports & Outdoors,1249.44,7,3.7,Australia,16-09-2023
TXN-0007970,Charles Brown,Toys & Games,$419.73,5,4.7,Australia,2023-01-19 11:39:42
TXN-0007078,Nancy Thomas,Automotive,"$1,447.44",2,1.1,France,2023-11-08 14:08:22
TXN-0002662,Joseph Lee,Home & Kitchen,238.31,7,1.5,India,2024-05-22 12:26:52
TXN-0009579,Elizabeth Martinez,Electronics,165.25,5,1.8,Canada,12-08-2024
TXN-0012051,Patricia Martinez,Beauty & Personal Care,$366.49,4,None,Netherlands,2024-12-31
TXN-0003470,Daniel Perez,Beauty & Personal Care,165.63,5,2.4,Brazil,2024-01-17 05:57:56
TXN-0003386,Charles Martin,Toys & Games,95.34,7,4.5,Germany,1674035436
TXN-0005984,Linda Thompson,Beauty & Personal Care,188.69,4,2.4,Netherlands,2023-03-05 22:31:17
TXN-0005422,William Jackson,Electronics,1220.9,6,1.4,France,2023-08-09 04:51:19
TXN-0004013,William Moore,Beauty & Personal Care,498.74,3,1.7,United Kingdom,2023-09-15 01:30:00
TXN-0000253,William Gonzalez,home & kitchen,1439.15,8,3.3,Australia,2024-06-25 13:25:37
TXN-0010592,Christopher Martin,Electronics,760.14,1,4.6,France,2023-01-31 19:03:59
TXN-0002069,Joseph Lee,Toys & Games,693.27,6,3.8,,2024-02-16 23:42:21
TXN-0009052,Nancy Rodriguez,Electronics,1034.38,4,4.9,great britain,2024-06-21 20:25:52
TXN-0003920,Lisa Rodriguez,Beauty & Personal Care,722.54,6,-1.0,Australia,2023-06-03 18:14:38
TXN-0003081,Sarah Gonzalez,Toys & Games,1427.37,3,3.2,NULL,2024-01-02 14:15:28
TXN-0008905,Jessica Martinez,Automotive,774.09,7,4.1,de,2024-04-30 03:15:55
TXN-0006569,Elizabeth Rodriguez,Electronics,79.55,2,1.1,Japan,2023-03-20 16:24:43
TXN-0011064,Karen Taylor,Sports & Outdoors,693.95,3,1.3,Australia,01-05-2024
TXN-0000148,Christopher Hernandez,Apparel,107.09,8,3.5,India,2024-09-10 12:39:40
TXN-0000482,Christopher Smith,Apparel,"$1,495.24",7,2.4,Canada,2023-11-03 22:00:05
TXN-0007955,Christopher Davis,Books,"1,167.80",1,4.2,France,2023-03-16 12:10:35
TXN-0003672,Barbara Miller,Books,29.96,6,2.1,Germany,2023-08-07 22:33:04
TXN-0004938,Mary Perez,Automotive,529.96,2,3.5,Canada,2023-10-23 03:19:28
TXN-0003614,Karen Hernandez,Sports & Outdoors,$207.38,8,2.6,France,2024-12-31
TXN-0007819,Charles Jones,aUTOMOTIVE,1481.26,5,3.8,Australia,2024-12-12 06:40:01
TXN-0007279,Jessica Lopez,Sports & Outdoors,365.29,4,3.4,Brazil,2023-12-11 19:13:39
TXN-0010117,Thomas Rodriguez,Electronics,$146.42,6,4.8,Japan,2023-07-30 22:55:23
TXN-0007026,Mary Thomas,  Apparel  ,1022.5,3,4.7,India,2024-06-01 12:13:20
TXN-0007310,John Lopez,Electronics,1186.55,8,3.4,United Kingdom,2024-03-12 00:57:12
TXN-0006395,Linda Martinez,Toys & Games,266.78,6,2.4,Germany,2024-05-20 06:34:40
TXN-0010382,Robert Jones,Sports & Outdoors,809.05,4,1.2,India,2024-03-13 00:21:46
TXN-0002383,Jennifer Martinez,Automotive,134.83,4,2.5,Canada,2023-01-05 11:54:54
TXN-0008681,Mary Rodriguez,Apparel,508.87,8,7.2,France,2024-03-30 12:19:18
TXN-0004935,Joseph Anderson,Toys & Games,876.5,8,3.9,Brazil,2024-09-22 02:38:41
TXN-0003224,Joseph Smith,Sports & Outdoors,819.43,5,4.3,United Kingdom,2023-02-23 20:51:58
TXN-0005061,David Miller,aPPAREL,648.11,5,4.4,United States,2024-07-22 22:51:06
TXN-0010919,Patricia Lopez,Beauty & Personal Care,1362.16,4,2.2,Canada,22/12/2024
TXN-0008156,Patricia Davis,Toys & Games,1037.6,7,2.7,Netherlands,2023-05-11 18:54:29
TXN-0011468,William Perez,Toys & Games,1372.93,7,1.1,None,2024-06-15 23:30:46
TXN-0000264,Elizabeth Wilson,Toys & Games,1088.64,4,3.3,Canada,2023-05-12 17:15:17
TXN-0006269,Mary Martinez,books,577.96,4,2.5,Brazil,2024-08-08 23:08:36
TXN-0003784,William Garcia,  Electronics  ,541.77,6,3.9,Australia,2024-08-10 00:25:04
TXN-0011210,Jennifer Martinez,Apparel,116.38,8,3.7,united states,2023-04-15 13:03:37
TXN-0002827,Patricia Davis,sports & outdoors,709.71,6,2.8,United Kingdom,2023-12-29 09:16:35
TXN-0012090,Jennifer Thomas,Books,132.9,5,4.0,Germany,2023-03-04 22:14:03
TXN-0008218,Joseph Wilson,Apparel,641.32,4,3.8,united states,2024-12-16 02:24:30
TXN-0002416,Sarah Perez,Books,1013.48,4,4.8,Canada,2023-08-23 22:45:51
TXN-0010924,Mary Martinez,Sports & Outdoors,423.24,2,2.5,United Kingdom,2024-10-24 10:10:47
TXN-0007100,Susan Lopez,Apparel,-944.33,3,4.5,Canada,2023-10-01 23:44:41
TXN-0001871,Thomas Perez,Sports & Outdoors,854.85,2,5.0,Netherlands,2023-12-13 11:18:35
TXN-0010123,Sarah Rodriguez,books,232.16,6,2.1,Canada,2023-04-04 18:29:46
TXN-0008546,Lisa Wilson,Beauty & Personal Care,839.72,5,1.1,Canada,2023-11-05 19:39:23
TXN-0008822,Jennifer Gonzalez,Sports & Outdoors,659.22,8,4.7,Germany,2024-08-31 16:40:01
TXN-0005090,Richard Anderson,Automotive,104.64,8,1.0,Brazil,2024-06-20 20:15:51
TXN-0003003,Patricia Wilson,Sports & Outdoors,814.54,4,3.1,Netherlands,2024-05-15 06:45:35
TXN-0012163,None,Books,180.08,4,1.7,Germany,2023-02-01 09:19:30
TXN-0006443,Linda Martin,Apparel,167.13,8,3.2,Canada,08-Aug-2024
TXN-0000461,Richard Lee,Toys & Games,883.58,2,3.1,Australia,2023-10-20 07:16:36
TXN-0010466,Robert Brown,Apparel,1485.81,4,,France,2024-05-10 21:38:40
TXN-0008625,Jessica Lopez,Home & Kitchen,1055.55,2,Five,Germany,2023-03-11 16:11:58
TXN-0000608,Elizabeth Lopez,Apparel,158.88,2,2.3,Brazil,19-05-2024
TXN-0004134,Sarah Garcia,Books,867.05,None,3.2,United States,2023-05-18 13:15:33
TXN-0003501,James Rodriguez,Sports & Outdoors,1260.55,2,3.8,Japan,2024-01-24 00:31:56
TXN-0009035,Susan Taylor,Sports & Outdoors,1322.21,1,3.8,Brazil,2024-07-25 15:11:33
TXN-0002759,,Books,79.85,2,2.3,Japan,2024-09-04 12:23:54
TXN-0009667,Christopher Taylor,Toys & Games,1335.5,None,4.0,United Kingdom,2023-01-23 15:00:46
TXN-0007335,William Martin,Books,1186.8,3,1.1,Canada,28/05/2024
TXN-0008550,Patricia Jackson,Books,$140.17,,4.7,Japan,2024-12-31
TXN-0001004,Linda Hernandez,eLECTRONICS,66.13,1,3.6,United Kingdom,2023-09-07 19:47:48
TXN-0002382,Karen Williams,Electronics,NULL,4,2.5,Canada,2023-06-05 23:02:16
TXN-0010106,NULL,Home & Kitchen,1255.43,7,1.8,Brazil,2024-08-18 14:52:46
TXN-0007207,Richard Hernandez,Apparel,1300.15,2,3.8,,2023-11-09 14:19:23
TXN-0009045,Jessica Perez,Electronics,803.12,4,2.5,India,2024-12-04 08:47:18
TXN-0009777,Robert Davis,Sports & Outdoors,592.71,8,2.9,France,2024-12-19 21:52:24
TXN-0006605,Daniel Lopez,Automotive,"$1,121.47",7,2.5,United States,2024-08-18 07:19:55
TXN-0006768,John Perez,toys & games,303.94,3,4.4,India,2023-02-27 12:02:54
TXN-0003464,Jennifer Lopez,tOYS & gAMES,311.31,3,1.7,India,2024-07-20 18:51:07
TXN-0004227,Charles Martinez,Toys & Games,1335.11,2,1.6,united states,2024-11-14 14:12:56
TXN-0008947,Thomas Garcia,Books,232.36,1,1.3,Germany,2023-11-19 15:42:40
TXN-0000089,David Wilson,Automotive,995.56,7,4.3,France,03/03/2024
TXN-0009402,John Lee,Home & Kitchen,1004.25,5,6.5,Germany,2023-12-16 19:37:06
TXN-0010848,Daniel Gonzalez,Electronics,434.61,7,1.9,Australia,2024-07-01 22:36:57
TXN-0001635,Robert Johnson,APPAREL,771.61,8,4.8,Germany,2024-12-05 17:25:35
TXN-0009902,Christopher Miller,Sports & Outdoors,271.82,1,3.4,Netherlands,2024-06-22 14:04:03
TXN-0003702,Jennifer Lopez,Apparel,1264.32,4,1.2,United States,2023-10-23 03:04:56
TXN-0006612,David Davis,Home & Kitchen,1061.67,3,1.9,Canada,2024-01-10 04:40:47
TXN-0000286,Sarah Garcia,Automotive,214.74,6,4.4,France,26-04-2024
TXN-0003605,Charles Brown,Beauty & Personal Care,1208.62,1,-1.0,France,2024-06-14 04:54:33
TXN-0004062,Jennifer Miller,Electronics,286.9,7,2.9,Japan,2024-05-13 00:20:07
TXN-0009683,Michael Lee,Sports & Outdoors,327.0,7,2.5,France,2024-03-12 22:27:04
TXN-0005451,James Lopez,  Electronics  ,1174.58,5,3.2,Japan,2024-12-25 10:27:35
TXN-0004884,Michael Hernandez,Sports & Outdoors,517.56,7,1.5,United Kingdom,2024-02-18 22:53:40
TXN-0008115,Charles Wilson,Apparel,651.53,8,3.3,Brazil,2023-12-19 11:45:37
TXN-0007535,John Smith,Toys & Games,187.41,5,4.5,Canada,2023-02-06 05:56:41
TXN-0002327,Thomas Martinez,Electronics,627.85,5,1.5,India,2023-12-12 21:21:29
TXN-0006655,Christopher Williams,Sports & Outdoors,1129.27,2,1.4,USA,2024-04-01 11:03:36
TXN-0008670,Linda Davis,Books,638.03,6,4.9,United States,2024-04-27 02:41:42
TXN-0002394,Thomas Gonzalez,Sports & Outdoors,857.56,1,1.7,India,2024-11-09 23:16:16
TXN-0011440,James Moore,Books,1250.73,4,4.7,Netherlands,2024-07-03 04:51:36
TXN-0004986,Nancy Martinez,Automotive,11.98,6,1.5,United States,21-Jun-2024
TXN-0010333,Michael Wilson,Sports & Outdoors,1095.74,8,1.6,United States,2023-10-04 15:38:43
TXN-0004235,Linda Smith,Automotive,1489.86,8,2.5,United Kingdom,2023-03-15 00:45:21
TXN-0006387,Linda Miller,Home & Kitchen,1222.43,4,3.8,United Kingdom,2023-10-23 22:52:12
TXN-0005469,Susan Thomas,home & kitchen,927.28,3,2.9,Netherlands,2023-05-13 21:08:03
TXN-0003654,Mary Martinez,Apparel,1471.12,7,2.8,Canada,2023-12-21 02:50:09
TXN-0005530,Barbara Moore,  Books  ,217.39,5,4.3,Japan,2024-05-05 20:55:57
TXN-0003056,Michael Davis,Automotive,840.13,2,4.0,Japan,2023-12-19 06:42:04
TXN-0003703,Susan Lee,Home & Kitchen,575.38,8,1.4,United Kingdom,NULL
TXN-0010521,Linda Davis,Books,None,5,1.3,France,2024-08-21 22:16:48
TXN-0006994,Sarah Rodriguez,Home & Kitchen,1135.8,7,1.1,Netherlands,2023-09-16 03:01:26
TXN-0012435,Joseph Lee,Apparel,440.94,5,2.4,Brazil,2024-09-04 14:40:55
TXN-0001219,Nancy Thomas,Automotive,898.77,8,2.2,Japan,20-06-2023
TXN-0010564,Susan Miller,Books,1220.19,2,4.2,United States,2023-05-12 03:28:40
TXN-0011824,Thomas Miller,Sports & Outdoors,732.16,5,3.1,NULL,2024-02-23 00:35:30
TXN-0007346,Daniel Lee,Toys & Games,1255.21,7,3.4,Canada,2023-03-28 04:17:16
TXN-0007612,William Jones,Toys & Games,938.78,2,2.8,Brazil,17-Feb-2023
TXN-0007557,Karen Taylor,Toys & Games,512.86,8,1.2,India,2023-09-14 02:35:46
TXN-0004056,Richard Jackson,Automotive,459.74,8,Five,Brazil,2024-10-04 13:33:57
TXN-0011324,Elizabeth Miller,Apparel,813.17,7,3.1,India,2023-02-25 07:54:38
TXN-0001844,Barbara White,Toys & Games,1216.64,1,4.2,Canada,2023-06-16 16:46:21
TXN-0006161,William Thompson,Electronics,1424.05,7,N/A,India,2024-01-17 21:16:57
TXN-0009928,Barbara Rodriguez,Home & Kitchen,361.41,5,1.5,Brazil,2024-06-14 12:30:46
TXN-0005486,Susan Davis,Apparel,$228.98,3,2.5,Brazil,2024-03-16 17:28:17
TXN-0011253,William Martinez,Automotive,1423.97,8,N/A,Germany,2023-04-25 21:17:02
TXN-0010083,Linda Moore,Apparel,-1376.7,2,1.1,Canada,2024-03-12 19:31:35
TXN-0001114,Jennifer Rodriguez,Electronics,994.52,8,2.4,India,2023-04-02 21:45:36
TXN-0002450,Sarah Martin,Toys & Games,"1,373.48",1,3.6,United Kingdom,2024-10-27 21:21:05
TXN-0012234,Karen Martin,Toys & Games,956.31,NULL,4.6,Japan,2023-10-10 18:31:54
TXN-0000383,Christopher Martinez,Books,778.35,4,4.6,United Kingdom,2024-09-17 14:18:00
TXN-0012102,Lisa Moore,Toys & Games,107.51,1,NULL,Netherlands,2023-12-20 00:54:56
TXN-0006093,Elizabeth Rodriguez,Beauty & Personal Care,1303.4,6,1.3,Japan,2024-10-19 00:20:13
TXN-0005739,Lisa Garcia,Sports & Outdoors,321.76,7,1.1,Australia,08/13/2023
TXN-0007773,John Lee,Automotive,1256.47,1,3.2,Canada,2023-04-22 02:11:26
TXN-0010478,Daniel Thompson,eLECTRONICS,1194.87,4,3.6,Canada,2023-01-31 05:15:33
